hname,City,State,year,rate,group_2013,group_2014,group_2015,group_2016,group_2017,stategroup,stateorder
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,BEDFORD,TX,FY2013,0,0,1,1,1,1,1,12
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,BEDFORD,TX,FY2014,0.16,0,1,1,1,1,1,12
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,BEDFORD,TX,FY2015,0.2,0,1,1,1,1,1,12
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,BEDFORD,TX,FY2016,0.24,0,1,1,1,1,1,12
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,BEDFORD,TX,FY2017,0.18,0,1,1,1,1,1,12
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,ARLINGTON,TX,FY2013,0,0,2,0,0,0,1,12
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,ARLINGTON,TX,FY2014,0.79,0,2,0,0,0,1,12
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,ARLINGTON,TX,FY2015,0,0,2,0,0,0,1,12
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,ARLINGTON,TX,FY2016,0,0,2,0,0,0,1,12
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,ARLINGTON,TX,FY2017,0,0,2,0,0,0,1,12
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,BURLESON,TX,FY2013,0.14,1,0,0,1,1,1,12
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,BURLESON,TX,FY2014,0,1,0,0,1,1,1,12
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,BURLESON,TX,FY2015,0,1,0,0,1,1,1,12
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,BURLESON,TX,FY2016,0.16,1,0,0,1,1,1,12
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,BURLESON,TX,FY2017,0.35,1,0,0,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,DALLAS,TX,FY2013,0.48,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,DALLAS,TX,FY2014,0.37,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,DALLAS,TX,FY2015,0.1,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,DALLAS,TX,FY2016,0.47,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,DALLAS,TX,FY2017,0.17,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,TX,FY2013,0.3,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,TX,FY2014,0.32,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,TX,FY2015,0.5,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,TX,FY2016,0.28,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,TX,FY2017,0.46,1,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,TX,FY2013,0.72,2,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,TX,FY2014,0.39,2,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,TX,FY2015,0.24,2,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,TX,FY2016,0.42,2,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,TX,FY2017,0.38,2,1,1,1,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,TX,FY2013,0.1,1,1,1,2,5,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,TX,FY2014,0.34,1,1,1,2,5,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,TX,FY2015,0.36,1,1,1,2,5,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,TX,FY2016,0.74,1,1,1,2,5,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,TX,FY2017,2.15,1,1,1,2,5,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,KAUFMAN,TX,FY2013,0,0,1,1,1,0,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,KAUFMAN,TX,FY2014,0.13,0,1,1,1,0,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,KAUFMAN,TX,FY2015,0.29,0,1,1,1,0,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,KAUFMAN,TX,FY2016,0.07,0,1,1,1,0,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,KAUFMAN,TX,FY2017,0,0,1,1,1,0,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,FY2013,0.18,1,1,1,0,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,FY2014,0.21,1,1,1,0,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,FY2015,0.05,1,1,1,0,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,FY2016,0,1,1,1,0,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,FY2017,0.3,1,1,1,0,1,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,TX,FY2013,0.53,2,1,3,3,3,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,TX,FY2014,0.2,2,1,3,3,3,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,TX,FY2015,1.12,2,1,3,3,3,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,TX,FY2016,1.44,2,1,3,3,3,1,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,TX,FY2017,1.27,2,1,3,3,3,1,12
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,DALLAS,TX,FY2013,0,0,0,0,0,0,1,12
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,DALLAS,TX,FY2014,0,0,0,0,0,0,1,12
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,DALLAS,TX,FY2015,0,0,0,0,0,0,1,12
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,DALLAS,TX,FY2016,0,0,0,0,0,0,1,12
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,DALLAS,TX,FY2017,0,0,0,0,0,0,1,12
TEXAS ORTHOPEDIC HOSPITAL,HOUSTON,TX,FY2013,0,0,0,0,0,0,1,12
TEXAS ORTHOPEDIC HOSPITAL,HOUSTON,TX,FY2014,0,0,0,0,0,0,1,12
TEXAS ORTHOPEDIC HOSPITAL,HOUSTON,TX,FY2015,0,0,0,0,0,0,1,12
TEXAS ORTHOPEDIC HOSPITAL,HOUSTON,TX,FY2016,0,0,0,0,0,0,1,12
TEXAS ORTHOPEDIC HOSPITAL,HOUSTON,TX,FY2017,0,0,0,0,0,0,1,12
TEXAS SPINE AND JOINT HOSPITAL,TYLER,TX,FY2013,0,0,0,0,0,1,1,12
TEXAS SPINE AND JOINT HOSPITAL,TYLER,TX,FY2014,0,0,0,0,0,1,1,12
TEXAS SPINE AND JOINT HOSPITAL,TYLER,TX,FY2015,0,0,0,0,0,1,1,12
TEXAS SPINE AND JOINT HOSPITAL,TYLER,TX,FY2016,0,0,0,0,0,1,1,12
TEXAS SPINE AND JOINT HOSPITAL,TYLER,TX,FY2017,0.42,0,0,0,0,1,1,12
TEXOMA MEDICAL CENTER,DENISON,TX,FY2013,0.41,1,1,2,2,2,1,12
TEXOMA MEDICAL CENTER,DENISON,TX,FY2014,0.44,1,1,2,2,2,1,12
TEXOMA MEDICAL CENTER,DENISON,TX,FY2015,0.95,1,1,2,2,2,1,12
TEXOMA MEDICAL CENTER,DENISON,TX,FY2016,0.72,1,1,2,2,2,1,12
TEXOMA MEDICAL CENTER,DENISON,TX,FY2017,0.77,1,1,2,2,2,1,12
THE HEART HOSPITAL BAYLOR DENTON,DENTON,TX,FY2013,0,0,0,1,0,0,1,12
THE HEART HOSPITAL BAYLOR DENTON,DENTON,TX,FY2014,0,0,0,1,0,0,1,12
THE HEART HOSPITAL BAYLOR DENTON,DENTON,TX,FY2015,0.19,0,0,1,0,0,1,12
THE HEART HOSPITAL BAYLOR DENTON,DENTON,TX,FY2016,0,0,0,1,0,0,1,12
THE HEART HOSPITAL BAYLOR DENTON,DENTON,TX,FY2017,0,0,0,1,0,0,1,12
THE HEART HOSPITAL BAYLOR PLANO,PLANO,TX,FY2013,0,0,1,1,0,0,1,12
THE HEART HOSPITAL BAYLOR PLANO,PLANO,TX,FY2014,0.19,0,1,1,0,0,1,12
THE HEART HOSPITAL BAYLOR PLANO,PLANO,TX,FY2015,0.08,0,1,1,0,0,1,12
THE HEART HOSPITAL BAYLOR PLANO,PLANO,TX,FY2016,0,0,1,1,0,0,1,12
THE HEART HOSPITAL BAYLOR PLANO,PLANO,TX,FY2017,0,0,1,1,0,0,1,12
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,AUSTIN,TX,FY2013,0,0,0,0,0,1,1,12
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,AUSTIN,TX,FY2014,0,0,0,0,0,1,1,12
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,AUSTIN,TX,FY2015,0,0,0,0,0,1,1,12
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,AUSTIN,TX,FY2016,0,0,0,0,0,1,1,12
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,AUSTIN,TX,FY2017,0.02,0,0,0,0,1,1,12
THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,FY2013,0,0,1,1,1,1,1,12
THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,FY2014,0.01,0,1,1,1,1,1,12
THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,FY2015,0.17,0,1,1,1,1,1,12
THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,FY2016,0.04,0,1,1,1,1,1,12
THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,FY2017,0.03,0,1,1,1,1,1,12
TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TX,FY2013,0,0,0,1,0,0,1,12
TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TX,FY2014,0,0,0,1,0,0,1,12
TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TX,FY2015,0.29,0,0,1,0,0,1,12
TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TX,FY2016,0,0,0,1,0,0,1,12
TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TX,FY2017,0,0,0,1,0,0,1,12
TOMBALL REGIONAL MEDICAL CENTER,TOMBALL,TX,FY2013,0.1,1,0,2,2,1,1,12
TOMBALL REGIONAL MEDICAL CENTER,TOMBALL,TX,FY2014,0,1,0,2,2,1,1,12
TOMBALL REGIONAL MEDICAL CENTER,TOMBALL,TX,FY2015,0.61,1,0,2,2,1,1,12
TOMBALL REGIONAL MEDICAL CENTER,TOMBALL,TX,FY2016,0.82,1,0,2,2,1,1,12
TOMBALL REGIONAL MEDICAL CENTER,TOMBALL,TX,FY2017,0.44,1,0,2,2,1,1,12
TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,FY2013,0,0,0,0,0,0,1,12
TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,FY2014,0,0,0,0,0,0,1,12
TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,FY2015,0,0,0,0,0,0,1,12
TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,FY2016,0,0,0,0,0,0,1,12
TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,FY2017,0,0,0,0,0,0,1,12
TRUSTPOINT REHAB HOSPITAL OF LUBBOCK,LUBBOCK,TX,FY2013,0.15,1,0,0,0,0,1,12
TRUSTPOINT REHAB HOSPITAL OF LUBBOCK,LUBBOCK,TX,FY2014,0,1,0,0,0,0,1,12
TRUSTPOINT REHAB HOSPITAL OF LUBBOCK,LUBBOCK,TX,FY2015,0,1,0,0,0,0,1,12
TRUSTPOINT REHAB HOSPITAL OF LUBBOCK,LUBBOCK,TX,FY2016,0,1,0,0,0,0,1,12
TRUSTPOINT REHAB HOSPITAL OF LUBBOCK,LUBBOCK,TX,FY2017,0,1,0,0,0,0,1,12
TYLER COUNTY HOSPITAL,WOODVILLE,TX,FY2013,0.47,1,1,1,1,0,1,12
TYLER COUNTY HOSPITAL,WOODVILLE,TX,FY2014,0.41,1,1,1,1,0,1,12
TYLER COUNTY HOSPITAL,WOODVILLE,TX,FY2015,0.19,1,1,1,1,0,1,12
TYLER COUNTY HOSPITAL,WOODVILLE,TX,FY2016,0.31,1,1,1,1,0,1,12
TYLER COUNTY HOSPITAL,WOODVILLE,TX,FY2017,0,1,1,1,1,0,1,12
UNITED REGIONAL HEALTH CARE SYSTEM,WICHITA FALLS,TX,FY2013,0.02,1,1,0,0,1,1,12
UNITED REGIONAL HEALTH CARE SYSTEM,WICHITA FALLS,TX,FY2014,0.03,1,1,0,0,1,1,12
UNITED REGIONAL HEALTH CARE SYSTEM,WICHITA FALLS,TX,FY2015,0,1,1,0,0,1,1,12
UNITED REGIONAL HEALTH CARE SYSTEM,WICHITA FALLS,TX,FY2016,0,1,1,0,0,1,1,12
UNITED REGIONAL HEALTH CARE SYSTEM,WICHITA FALLS,TX,FY2017,0.44,1,1,0,0,1,1,12
UNIVERSITY GENERAL HOSPITAL,HOUSTON,TX,FY2013,0,0,0,0,1,1,1,12
UNIVERSITY GENERAL HOSPITAL,HOUSTON,TX,FY2014,0,0,0,0,1,1,1,12
UNIVERSITY GENERAL HOSPITAL,HOUSTON,TX,FY2015,0,0,0,0,1,1,1,12
UNIVERSITY GENERAL HOSPITAL,HOUSTON,TX,FY2016,0.02,0,0,0,1,1,1,12
UNIVERSITY GENERAL HOSPITAL,HOUSTON,TX,FY2017,0.01,0,0,0,1,1,1,12
UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,TX,FY2013,0.04,1,1,1,1,1,1,12
UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,TX,FY2014,0.05,1,1,1,1,1,1,12
UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,TX,FY2015,0.01,1,1,1,1,1,1,12
UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,TX,FY2016,0.01,1,1,1,1,1,1,12
UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,TX,FY2017,0.09,1,1,1,1,1,1,12
UNIVERSITY MEDICAL CENTER,LUBBOCK,TX,FY2013,0.38,1,1,2,2,1,1,12
UNIVERSITY MEDICAL CENTER,LUBBOCK,TX,FY2014,0.25,1,1,2,2,1,1,12
UNIVERSITY MEDICAL CENTER,LUBBOCK,TX,FY2015,0.78,1,1,2,2,1,1,12
UNIVERSITY MEDICAL CENTER,LUBBOCK,TX,FY2016,0.78,1,1,2,2,1,1,12
UNIVERSITY MEDICAL CENTER,LUBBOCK,TX,FY2017,0.46,1,1,2,2,1,1,12
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,AUSTIN,TX,FY2013,0.11,1,1,1,1,1,1,12
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,AUSTIN,TX,FY2014,0.04,1,1,1,1,1,1,12
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,AUSTIN,TX,FY2015,0.17,1,1,1,1,1,1,12
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,AUSTIN,TX,FY2016,0.02,1,1,1,1,1,1,12
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,AUSTIN,TX,FY2017,0.06,1,1,1,1,1,1,12
UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX,FY2013,0,0,0,1,1,1,1,12
UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX,FY2014,0,0,0,1,1,1,1,12
UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX,FY2015,0.02,0,0,1,1,1,1,12
UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX,FY2016,0.2,0,0,1,1,1,1,12
UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX,FY2017,0.2,0,0,1,1,1,1,12
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TYLER,TX,FY2013,0.13,1,0,1,0,0,1,12
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TYLER,TX,FY2014,0,1,0,1,0,0,1,12
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TYLER,TX,FY2015,0.01,1,0,1,0,0,1,12
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TYLER,TX,FY2016,0,1,0,1,0,0,1,12
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TYLER,TX,FY2017,0,1,0,1,0,0,1,12
UNIVERSITY OF TEXAS MEDICAL BRANCH,GALVESTON,TX,FY2013,0.05,1,1,3,3,4,1,12
UNIVERSITY OF TEXAS MEDICAL BRANCH,GALVESTON,TX,FY2014,0.23,1,1,3,3,4,1,12
UNIVERSITY OF TEXAS MEDICAL BRANCH,GALVESTON,TX,FY2015,1.19,1,1,3,3,4,1,12
UNIVERSITY OF TEXAS MEDICAL BRANCH,GALVESTON,TX,FY2016,1.28,1,1,3,3,4,1,12
UNIVERSITY OF TEXAS MEDICAL BRANCH,GALVESTON,TX,FY2017,1.71,1,1,3,3,4,1,12
USMD HOSPITAL  AT FORT WORTH LP,FORT WORTH,TX,FY2013,0,0,0,2,0,2,1,12
USMD HOSPITAL  AT FORT WORTH LP,FORT WORTH,TX,FY2014,0,0,0,2,0,2,1,12
USMD HOSPITAL  AT FORT WORTH LP,FORT WORTH,TX,FY2015,0.67,0,0,2,0,2,1,12
USMD HOSPITAL  AT FORT WORTH LP,FORT WORTH,TX,FY2016,0,0,0,2,0,2,1,12
USMD HOSPITAL  AT FORT WORTH LP,FORT WORTH,TX,FY2017,0.76,0,0,2,0,2,1,12
USMD HOSPITAL AT ARLINGTON L P,ARLINGTON,TX,FY2013,0,0,0,0,0,0,1,12
USMD HOSPITAL AT ARLINGTON L P,ARLINGTON,TX,FY2014,0,0,0,0,0,0,1,12
USMD HOSPITAL AT ARLINGTON L P,ARLINGTON,TX,FY2015,0,0,0,0,0,0,1,12
USMD HOSPITAL AT ARLINGTON L P,ARLINGTON,TX,FY2016,0,0,0,0,0,0,1,12
USMD HOSPITAL AT ARLINGTON L P,ARLINGTON,TX,FY2017,0,0,0,0,0,0,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL,DALLAS,TX,FY2013,0,0,0,1,1,1,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL,DALLAS,TX,FY2014,0,0,0,1,1,1,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL,DALLAS,TX,FY2015,0.43,0,0,1,1,1,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL,DALLAS,TX,FY2016,0.28,0,0,1,1,1,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL,DALLAS,TX,FY2017,0.07,0,0,1,1,1,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,DALLAS,TX,FY2013,0,0,0,0,0,0,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,DALLAS,TX,FY2014,0,0,0,0,0,0,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,DALLAS,TX,FY2015,0,0,0,0,0,0,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,DALLAS,TX,FY2016,0,0,0,0,0,0,1,12
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,DALLAS,TX,FY2017,0,0,0,0,0,0,1,12
UVALDE MEMORIAL HOSPITAL,UVALDE,TX,FY2013,1,2,2,1,0,0,1,12
UVALDE MEMORIAL HOSPITAL,UVALDE,TX,FY2014,0.91,2,2,1,0,0,1,12
UVALDE MEMORIAL HOSPITAL,UVALDE,TX,FY2015,0.22,2,2,1,0,0,1,12
UVALDE MEMORIAL HOSPITAL,UVALDE,TX,FY2016,0,2,2,1,0,0,1,12
UVALDE MEMORIAL HOSPITAL,UVALDE,TX,FY2017,0,2,2,1,0,0,1,12
VAL VERDE REGIONAL MEDICAL CENTER,DEL RIO,TX,FY2013,0.08,1,1,1,1,1,1,12
VAL VERDE REGIONAL MEDICAL CENTER,DEL RIO,TX,FY2014,0.35,1,1,1,1,1,1,12
VAL VERDE REGIONAL MEDICAL CENTER,DEL RIO,TX,FY2015,0.31,1,1,1,1,1,1,12
VAL VERDE REGIONAL MEDICAL CENTER,DEL RIO,TX,FY2016,0.39,1,1,1,1,1,1,12
VAL VERDE REGIONAL MEDICAL CENTER,DEL RIO,TX,FY2017,0.13,1,1,1,1,1,1,12
VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,TX,FY2013,0.79,2,2,1,1,2,1,12
VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,TX,FY2014,0.57,2,2,1,1,2,1,12
VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,TX,FY2015,0.45,2,2,1,1,2,1,12
VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,TX,FY2016,0.07,2,2,1,1,2,1,12
VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,TX,FY2017,0.52,2,2,1,1,2,1,12
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",BROWNSVILLE,TX,FY2013,0.63,2,1,1,1,1,1,12
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",BROWNSVILLE,TX,FY2014,0.18,2,1,1,1,1,1,12
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",BROWNSVILLE,TX,FY2015,0.07,2,1,1,1,1,1,12
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",BROWNSVILLE,TX,FY2016,0.09,2,1,1,1,1,1,12
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",BROWNSVILLE,TX,FY2017,0.02,2,1,1,1,1,1,12
VHS HARLINGEN HOSPITAL COMPANY LLC,HARLINGEN,TX,FY2013,0.82,2,1,1,1,1,1,12
VHS HARLINGEN HOSPITAL COMPANY LLC,HARLINGEN,TX,FY2014,0.2,2,1,1,1,1,1,12
VHS HARLINGEN HOSPITAL COMPANY LLC,HARLINGEN,TX,FY2015,0.04,2,1,1,1,1,1,12
VHS HARLINGEN HOSPITAL COMPANY LLC,HARLINGEN,TX,FY2016,0.01,2,1,1,1,1,1,12
VHS HARLINGEN HOSPITAL COMPANY LLC,HARLINGEN,TX,FY2017,0.02,2,1,1,1,1,1,12
WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,TX,FY2013,0.43,1,2,3,2,2,1,12
WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,TX,FY2014,0.77,1,2,3,2,2,1,12
WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,TX,FY2015,1.34,1,2,3,2,2,1,12
WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,TX,FY2016,0.94,1,2,3,2,2,1,12
WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,TX,FY2017,0.51,1,2,3,2,2,1,12
WEATHERFORD REGIONAL MEDICAL CENTER,WEATHERFORD,TX,FY2013,0,0,1,1,1,0,1,12
WEATHERFORD REGIONAL MEDICAL CENTER,WEATHERFORD,TX,FY2014,0.03,0,1,1,1,0,1,12
WEATHERFORD REGIONAL MEDICAL CENTER,WEATHERFORD,TX,FY2015,0.08,0,1,1,1,0,1,12
WEATHERFORD REGIONAL MEDICAL CENTER,WEATHERFORD,TX,FY2016,0.05,0,1,1,1,0,1,12
WEATHERFORD REGIONAL MEDICAL CENTER,WEATHERFORD,TX,FY2017,0,0,1,1,1,0,1,12
WEST HOUSTON MEDICAL CENTER,HOUSTON,TX,FY2013,0,0,0,1,1,1,1,12
WEST HOUSTON MEDICAL CENTER,HOUSTON,TX,FY2014,0,0,0,1,1,1,1,12
WEST HOUSTON MEDICAL CENTER,HOUSTON,TX,FY2015,0.16,0,0,1,1,1,1,12
WEST HOUSTON MEDICAL CENTER,HOUSTON,TX,FY2016,0.12,0,0,1,1,1,1,12
WEST HOUSTON MEDICAL CENTER,HOUSTON,TX,FY2017,0.13,0,0,1,1,1,1,12
WILBARGER GENERAL HOSPITAL,VERNON,TX,FY2013,0,0,0,0,0,0,1,12
WILBARGER GENERAL HOSPITAL,VERNON,TX,FY2014,0,0,0,0,0,0,1,12
WILBARGER GENERAL HOSPITAL,VERNON,TX,FY2015,0,0,0,0,0,0,1,12
WILBARGER GENERAL HOSPITAL,VERNON,TX,FY2016,0,0,0,0,0,0,1,12
WILBARGER GENERAL HOSPITAL,VERNON,TX,FY2017,0,0,0,0,0,0,1,12
WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,TX,FY2013,0.08,1,1,1,1,2,1,12
WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,TX,FY2014,0.02,1,1,1,1,2,1,12
WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,TX,FY2015,0.33,1,1,1,1,2,1,12
WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,TX,FY2016,0.05,1,1,1,1,2,1,12
WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,TX,FY2017,0.55,1,1,1,1,2,1,12
WISE REGIONAL HEALTH SYSTEM,DECATUR,TX,FY2013,0.19,1,1,1,2,1,1,12
WISE REGIONAL HEALTH SYSTEM,DECATUR,TX,FY2014,0.15,1,1,1,2,1,1,12
WISE REGIONAL HEALTH SYSTEM,DECATUR,TX,FY2015,0.48,1,1,1,2,1,1,12
WISE REGIONAL HEALTH SYSTEM,DECATUR,TX,FY2016,0.51,1,1,1,2,1,1,12
WISE REGIONAL HEALTH SYSTEM,DECATUR,TX,FY2017,0.26,1,1,1,2,1,1,12
"WOMANS HOSPITAL OF TEXAS,THE",HOUSTON,TX,FY2013,0,0,0,0,0,0,1,12
"WOMANS HOSPITAL OF TEXAS,THE",HOUSTON,TX,FY2014,0,0,0,0,0,0,1,12
"WOMANS HOSPITAL OF TEXAS,THE",HOUSTON,TX,FY2015,0,0,0,0,0,0,1,12
"WOMANS HOSPITAL OF TEXAS,THE",HOUSTON,TX,FY2016,0,0,0,0,0,0,1,12
